word,segments,pseudoword,statistics_overlap_ratio,statistics_plain_length,statistics_lexicality,statistics_ned1,statistics_old20,statistics_overlap,statistics_transition_frequencies_0,statistics_transition_frequencies_1,statistics_transition_frequencies_2,statistics_transition_frequencies_3,statistics_transition_frequencies_4,statistics_transition_frequencies_5,statistics_transition_frequencies_6,difference_statistics_plain_length,difference_statistics_ned1,difference_statistics_old20,difference_statistics_transition_frequencies_0,difference_statistics_transition_frequencies_1,difference_statistics_transition_frequencies_2,difference_statistics_transition_frequencies_3,difference_statistics_transition_frequencies_4,difference_statistics_transition_frequencies_5,difference_statistics_transition_frequencies_6
optiline,op-ti-li-ne,üünilide,2/3,6,N,0,3.45,8,2496,249,48,6,261,1614,844,888,2395,940,506,2970,6147,0,0,0.7000000000000002,0,-21,39,-5,122,0,0,0,0,-82,-1,0,0
optiline,op-ti-li-ne,üünaline,2/3,6,N,0,2.9,8,2496,249,48,6,198,1505,844,888,2395,1022,507,2970,6147,0,0,0.1499999999999999,0,-21,39,-5,59,-109,0,0,0,0,0,0,0
optiline,op-ti-li-ne,üütalide,2/3,6,N,0,3.55,8,2496,249,48,2,202,1505,844,888,2395,940,506,2970,6147,0,0,0.7999999999999998,0,-21,39,-9,63,-109,0,0,0,-82,-1,0,0
optiline,op-ti-li-ne,üüpilide,2/3,6,N,0,3.4,8,2496,249,48,4,60,1614,844,888,2395,940,506,2970,6147,0,0,0.6499999999999999,0,-21,39,-7,-79,0,0,0,0,-82,-1,0,0
optiline,op-ti-li-ne,üüpaline,2/3,6,N,0,2.9,8,2496,249,48,4,23,1505,844,888,2395,1022,507,2970,6147,0,0,0.1499999999999999,0,-21,39,-7,-116,-109,0,0,0,0,0,0,0
optiline,op-ti-li-ne,üüsaline,2/3,6,N,0,2.85,8,2496,249,48,4,160,1505,844,888,2395,1022,507,2970,6147,0,0,0.10000000000000009,0,-21,39,-7,21,-109,0,0,0,0,0,0,0
optiline,op-ti-li-ne,üügaline,2/3,6,N,0,2.95,8,2496,249,48,3,212,1505,844,888,2395,1022,507,2970,6147,0,0,0.20000000000000018,0,-21,39,-8,73,-109,0,0,0,0,0,0,0
optiline,op-ti-li-ne,üügilide,2/3,6,N,0,3.55,8,2496,249,48,3,188,1614,844,888,2395,940,506,2970,6147,0,0,0.7999999999999998,0,-21,39,-8,49,0,0,0,0,-82,-1,0,0
orav,o-rav,orer,2/3,2,N,2,1.9,4,1499,175,323,529,170,90,164,0,0,0.09999999999999987,0,0,0,0,-12,27,-6
orav,o-rav,odev,2/3,2,N,5,1.75,4,1499,175,323,537,212,44,170,0,3,-0.050000000000000044,0,0,0,8,30,-19,0
orav,o-rav,oduv,2/3,2,N,1,1.95,4,1499,175,323,537,239,35,170,0,-1,0.1499999999999999,0,0,0,8,57,-28,0
orav,o-rav,osuv,2/3,2,N,2,1.9,4,1499,175,323,543,243,35,170,0,0,0.09999999999999987,0,0,0,14,61,-28,0
orav,o-rav,oniv,2/3,2,N,1,1.95,4,1499,175,323,532,221,27,170,0,-1,0.1499999999999999,0,0,0,3,39,-36,0
orav,o-rav,onev,2/3,2,N,2,1.9,4,1499,175,323,532,239,44,170,0,0,0.09999999999999987,0,0,0,3,57,-19,0
orav,o-rav,onuv,2/3,2,N,2,1.9,4,1499,175,323,532,228,35,170,0,0,0.09999999999999987,0,0,0,3,46,-28,0
orav,o-rav,orek,2/3,2,N,1,1.95,4,1499,175,323,529,170,5,145,0,-1,0.1499999999999999,0,0,0,0,-12,-58,-25
orav,o-rav,orem,2/3,2,N,0,2.0,4,1499,175,323,529,170,64,133,0,-2,0.19999999999999996,0,0,0,0,-12,1,-37
orav,o-rav,oruk,2/3,2,N,2,1.9,4,1499,175,323,529,125,5,145,0,0,0.09999999999999987,0,0,0,0,-57,-58,-25
otsima,ot-si-ma,iksida,2/3,4,N,1,2.2,6,2852,326,62,165,601,3050,1323,762,2585,7557,0,-3,0.5000000000000002,0,-9,-15,-66,0,0,97,-45,0,0
otsima,ot-si-ma,issida,2/3,4,N,0,2.0,6,2852,326,89,126,601,3050,1323,762,2585,7557,0,-4,0.30000000000000004,0,-9,12,-105,0,0,97,-45,0,0
otsima,ot-si-ma,üksida,2/3,4,N,2,1.9,6,2852,283,39,165,601,3050,1323,762,2585,7557,0,-2,0.19999999999999996,0,-52,-38,-66,0,0,97,-45,0,0
otsima,ot-si-ma,üllima,2/3,4,N,1,2.2,6,2852,283,57,326,638,3050,1226,807,2585,7557,0,-3,0.5000000000000002,0,-52,-20,95,37,0,0,0,0,0
otsima,ot-si-ma,üssida,2/3,4,N,0,2.05,6,2852,283,20,126,601,3050,1323,762,2585,7557,0,-4,0.34999999999999987,0,-52,-57,-105,0,0,97,-45,0,0
otsima,ot-si-ma,õllima,2/3,4,N,0,2.3,6,2852,221,62,326,638,3050,1226,807,2585,7557,0,-4,0.5999999999999999,0,-114,-15,95,37,0,0,0,0,0
otsima,ot-si-ma,õssida,2/3,4,N,0,2.25,6,2852,221,10,126,601,3050,1323,762,2585,7557,0,-4,0.55,0,-114,-67,-105,0,0,97,-45,0,0
otsima,ot-si-ma,õksida,2/3,4,N,1,2.15,6,2852,221,2,165,601,3050,1323,762,2585,7557,0,-3,0.44999999999999996,0,-114,-75,-66,0,0,97,-45,0,0
otsima,ot-si-ma,ollida,2/3,4,N,0,2.0,6,2852,335,114,326,638,3050,1323,762,2585,7557,0,-4,0.30000000000000004,0,0,37,95,37,0,97,-45,0,0
otsima,ot-si-ma,ümsida,2/3,4,N,0,2.5,6,2852,283,32,5,601,3050,1323,762,2585,7557,0,-4,0.8,0,-52,-45,-226,0,0,97,-45,0,0
papill,papill,tapill,2/3,4,N,1,2.25,2,178,25,1,1,0,1,-0.10000000000000009,3,1,0,0
papill,papill,sapill,2/3,4,N,1,2.5,2,186,12,1,1,0,1,0.1499999999999999,11,-12,0,0
papill,papill,mapill,2/3,4,N,1,2.4,2,152,19,1,1,0,1,0.04999999999999982,-23,-5,0,0
papill,papill,kapill,2/3,4,N,2,2.25,2,220,29,1,1,0,2,-0.10000000000000009,45,5,0,0
papill,papill,lapill,2/3,4,N,1,2.2,2,138,8,1,1,0,1,-0.1499999999999999,-37,-16,0,0
papill,papill,japill,2/3,4,N,1,2.6,2,73,10,1,1,0,1,0.25,-102,-14,0,0
papill,papill,napill,2/3,4,N,2,2.45,2,91,11,1,1,0,2,0.10000000000000009,-84,-13,0,0
papill,papill,vapill,2/3,4,N,1,2.7,2,109,13,1,1,0,1,0.3500000000000001,-66,-11,0,0
papill,papill,rapill,2/3,4,N,1,2.55,2,86,7,1,1,0,1,0.19999999999999973,-89,-17,0,0
papill,papill,hapill,2/3,4,N,1,2.5,2,65,9,1,1,0,1,0.1499999999999999,-110,-15,0,0
pärssiv,pärs-siv,bränsim,2/3,5,N,0,3.6,4,1,1,872,543,540,18,133,0,0,0.9500000000000002,0,0,0,0,0,-9,-37
pärssiv,pärs-siv,väärsim,2/3,5,N,0,2.8,4,2,2,872,543,540,18,133,0,0,0.1499999999999999,1,1,0,0,0,-9,-37
pärssiv,pärs-siv,väntsim,2/3,5,N,0,2.8,4,1,1,872,543,540,18,133,0,0,0.1499999999999999,0,0,0,0,0,-9,-37
pärssiv,pärs-siv,räässim,2/3,5,N,0,3.0,4,1,1,872,543,540,18,133,0,0,0.3500000000000001,0,0,0,0,0,-9,-37
pärssiv,pärs-siv,söötsim,2/3,5,N,1,2.8,4,1,1,872,543,540,18,133,0,1,0.1499999999999999,0,0,0,0,0,-9,-37
pärssiv,pärs-siv,jäässim,2/3,5,N,0,2.85,4,1,1,872,543,540,18,133,0,0,0.20000000000000018,0,0,0,0,0,-9,-37
pärssiv,pärs-siv,söössim,2/3,5,N,0,2.85,4,5,5,872,543,540,18,133,0,0,0.20000000000000018,4,4,0,0,0,-9,-37
pärssiv,pärs-siv,märtsim,2/3,5,N,3,2.5,4,8,8,872,543,540,18,133,0,3,-0.1499999999999999,7,7,0,0,0,-9,-37
pärssiv,pärs-siv,järgsim,2/3,5,N,0,2.85,4,6,6,872,543,540,18,133,0,0,0.20000000000000018,5,5,0,0,0,-9,-37
pärssiv,pärs-siv,märksim,2/3,5,N,0,2.5,4,3,3,872,543,540,18,133,0,0,-0.1499999999999999,2,2,0,0,0,-9,-37
patt,patt,palt,2/3,2,N,15,1.25,2,175,24,2,32,0,6,-0.19999999999999996,0,0,-3,2
patt,patt,putt,2/3,2,N,14,1.3,2,175,11,6,30,0,5,-0.1499999999999999,0,-13,1,0
patt,patt,põtt,2/3,2,N,5,1.75,2,175,8,2,30,0,-4,0.30000000000000004,0,-16,-3,0
patt,patt,paht,2/3,2,N,14,1.3,2,175,24,6,20,0,5,-0.1499999999999999,0,0,1,-10
patt,patt,pamm,2/3,2,N,5,1.75,2,175,24,6,18,0,-4,0.30000000000000004,0,0,1,-12
patt,patt,pats,2/3,2,N,12,1.4,2,175,24,4,21,0,3,-0.050000000000000044,0,0,-1,-9
patt,patt,pald,2/3,2,N,12,1.4,2,175,24,1,16,0,3,-0.050000000000000044,0,0,-4,-14
patt,patt,pitt,2/3,2,N,10,1.5,2,175,11,4,30,0,1,0.050000000000000044,0,-13,-1,0
patt,patt,satt,2/3,2,N,9,1.55,2,186,12,5,30,0,0,0.10000000000000009,11,-12,0,0
patt,patt,pett,2/3,2,N,14,1.3,2,175,6,5,30,0,5,-0.1499999999999999,0,-18,0,0
pekk,pekk,pent,2/3,2,N,11,1.45,2,175,6,4,29,0,3,-0.050000000000000044,0,0,0,2
pekk,pekk,pess,2/3,2,N,18,1.1,2,175,6,5,29,0,10,-0.3999999999999999,0,0,1,2
pekk,pekk,pepp,2/3,2,N,8,1.6,2,175,6,4,27,0,0,0.10000000000000009,0,0,0,0
pekk,pekk,pett,2/3,2,N,14,1.3,2,175,6,5,30,0,6,-0.19999999999999996,0,0,1,3
pekk,pekk,pükk,2/3,2,N,4,1.8,2,175,3,1,27,0,-4,0.30000000000000004,0,-3,-3,0
pekk,pekk,pukk,2/3,2,N,11,1.45,2,175,11,5,27,0,3,-0.050000000000000044,0,5,1,0
pekk,pekk,pell,2/3,2,N,12,1.4,2,175,6,5,35,0,4,-0.10000000000000009,0,0,1,8
pekk,pekk,pets,2/3,2,N,11,1.45,2,175,6,4,21,0,3,-0.050000000000000044,0,0,0,-6
pekk,pekk,peht,2/3,2,N,6,1.7,2,175,6,2,20,0,-2,0.19999999999999996,0,0,-2,-7
pekk,pekk,pelt,2/3,2,N,9,1.55,2,175,6,2,32,0,1,0.050000000000000044,0,0,-2,5
pidama,pi-da-ma,pesada,2/3,4,N,1,1.95,6,1367,95,934,875,380,3208,1323,762,2585,7557,0,-2,0.19999999999999996,0,-95,-83,59,41,0,97,-45,0,0
pidama,pi-da-ma,pegada,2/3,4,N,1,1.95,6,1367,95,934,792,314,3208,1323,762,2585,7557,0,-2,0.19999999999999996,0,-95,-83,-24,-25,0,97,-45,0,0
pidama,pi-da-ma,penada,2/3,4,N,0,2.0,6,1367,95,934,831,449,3208,1323,762,2585,7557,0,-3,0.25,0,-95,-83,15,110,0,97,-45,0,0
pidama,pi-da-ma,tinada,2/3,4,N,1,1.95,6,1457,68,1017,831,449,3208,1323,762,2585,7557,0,-2,0.19999999999999996,90,-122,0,15,110,0,97,-45,0,0
pidama,pi-da-ma,tigada,2/3,4,N,1,1.95,6,1457,68,1017,792,314,3208,1323,762,2585,7557,0,-2,0.19999999999999996,90,-122,0,-24,-25,0,97,-45,0,0
pidama,pi-da-ma,tisada,2/3,4,N,2,1.9,6,1457,68,1017,875,380,3208,1323,762,2585,7557,0,-1,0.1499999999999999,90,-122,0,59,41,0,97,-45,0,0
pidama,pi-da-ma,tenama,2/3,4,N,0,2.0,6,1457,174,934,831,449,3208,1226,807,2585,7557,0,-3,0.25,90,-16,-83,15,110,0,0,0,0,0
pidama,pi-da-ma,tesama,2/3,4,N,0,2.0,6,1457,174,934,875,380,3208,1226,807,2585,7557,0,-3,0.25,90,-16,-83,59,41,0,0,0,0,0
pidama,pi-da-ma,tegama,2/3,4,N,3,1.85,6,1457,174,934,792,314,3208,1226,807,2585,7557,0,0,0.10000000000000009,90,-16,-83,-24,-25,0,0,0,0,0
pidama,pi-da-ma,tedada,2/3,4,N,2,1.9,6,1457,174,934,816,339,3208,1323,762,2585,7557,0,-1,0.1499999999999999,90,-16,-83,0,0,0,97,-45,0,0
piits,piits,puits,2/3,3,N,5,1.75,2,175,3,1,21,0,3,-0.050000000000000044,0,-2,0,0
piits,piits,piirt,2/3,3,N,4,1.8,2,175,5,1,19,0,2,0.0,0,0,0,-2
piits,piits,tiits,2/3,3,N,3,1.85,2,178,3,1,21,0,1,0.050000000000000044,3,-2,0,0
piits,piits,piips,2/3,3,N,1,1.95,2,175,5,1,18,0,-1,0.1499999999999999,0,0,0,-3
piits,piits,siits,2/3,3,N,5,1.75,2,186,10,1,21,0,3,-0.050000000000000044,11,5,0,0
piits,piits,miits,2/3,3,N,2,1.9,2,152,3,1,21,0,0,0.09999999999999987,-23,-2,0,0
piits,piits,piist,2/3,3,N,3,1.85,2,175,5,1,78,0,1,0.050000000000000044,0,0,0,57
piits,piits,kiits,2/3,3,N,6,1.7,2,220,6,1,21,0,4,-0.10000000000000009,45,1,0,0
piits,piits,liits,2/3,3,N,10,1.5,2,138,8,1,21,0,8,-0.30000000000000004,-37,3,0,0
piits,piits,niits,2/3,3,N,5,1.75,2,91,8,1,21,0,3,-0.050000000000000044,-84,3,0,0
pilk,pilk,pulk,2/3,2,N,13,1.35,2,175,11,2,12,0,1,0.050000000000000044,0,0,-1,0
pilk,pilk,pirm,2/3,2,N,5,1.75,2,175,11,2,12,0,-7,0.44999999999999996,0,0,-1,0
pilk,pilk,pirk,2/3,2,N,8,1.6,2,175,11,2,14,0,-4,0.30000000000000004,0,0,-1,2
pilk,pilk,pilm,2/3,2,N,10,1.5,2,175,11,3,13,0,-2,0.19999999999999996,0,0,0,1
pilk,pilk,pimp,2/3,2,N,3,1.85,2,175,11,2,12,0,-9,0.55,0,0,-1,0
pilk,pilk,pinn,2/3,2,N,9,1.55,2,175,11,1,13,0,-3,0.25,0,0,-2,1
pilk,pilk,pihm,2/3,2,N,5,1.75,2,175,11,2,11,0,-7,0.44999999999999996,0,0,-1,-1
pilk,pilk,pirv,2/3,2,N,5,1.75,2,175,11,2,10,0,-7,0.44999999999999996,0,0,-1,-2
pilk,pilk,põlk,2/3,2,N,9,1.55,2,175,8,1,12,0,-3,0.25,0,-3,-2,0
pilk,pilk,pild,2/3,2,N,13,1.35,2,175,11,2,16,0,1,0.050000000000000044,0,0,-1,4
põhine,põ-hi-ne,südine,2/3,4,N,1,2.0,6,1422,128,395,816,283,3050,1129,518,2730,7557,0,-2,0.25,55,-41,-77,18,105,0,0,0,0,0
põhine,põ-hi-ne,sütine,2/3,4,N,0,2.5,6,1422,128,395,682,301,3050,1129,518,2730,7557,0,-3,0.75,55,-41,-77,-116,123,0,0,0,0,0
põhine,põ-hi-ne,tütine,2/3,4,N,2,2.2,6,1457,66,395,682,301,3050,1129,518,2730,7557,0,-1,0.4500000000000002,90,-103,-77,-116,123,0,0,0,0,0
põhine,põ-hi-ne,sonine,2/3,4,N,2,1.9,6,1422,62,693,831,380,3050,1129,518,2730,7557,0,-1,0.1499999999999999,55,-107,221,33,202,0,0,0,0,0
põhine,põ-hi-ne,sotine,2/3,4,N,0,2.4,6,1422,62,693,682,301,3050,1129,518,2730,7557,0,-3,0.6499999999999999,55,-107,221,-116,123,0,0,0,0,0
põhine,põ-hi-ne,sodine,2/3,4,N,0,2.05,6,1422,62,693,816,283,3050,1129,518,2730,7557,0,-3,0.2999999999999998,55,-107,221,18,105,0,0,0,0,0
põhine,põ-hi-ne,sohina,2/3,4,N,0,2.0,6,1422,62,693,798,178,3050,1129,316,2585,7557,0,-3,0.25,55,-107,221,0,0,0,0,-202,-145,0
põhine,põ-hi-ne,sohane,2/3,4,N,1,2.25,6,1422,62,693,798,172,3208,1129,518,2730,7557,0,-2,0.5,55,-107,221,0,-6,158,0,0,0,0
põhine,põ-hi-ne,somine,2/3,4,N,0,2.05,6,1422,62,693,624,386,3050,1129,518,2730,7557,0,-3,0.2999999999999998,55,-107,221,-174,208,0,0,0,0,0
põhine,põ-hi-ne,sogine,2/3,4,N,0,2.35,6,1422,62,693,792,339,3050,1129,518,2730,7557,0,-3,0.6000000000000001,55,-107,221,-6,161,0,0,0,0,0
pood,pood,piid,2/3,2,N,15,1.25,2,175,5,7,107,0,-2,0.19999999999999996,0,-7,-3,0
pood,pood,poid,2/3,2,N,8,1.6,2,175,4,4,107,0,-9,0.55,0,-8,-6,0
pood,pood,paad,2/3,2,N,17,1.15,2,175,4,8,107,0,0,0.09999999999999987,0,-8,-2,0
pood,pood,paid,2/3,2,N,11,1.45,2,175,2,4,107,0,-6,0.3999999999999999,0,-10,-6,0
pood,pood,paud,2/3,2,N,12,1.4,2,175,3,4,107,0,-5,0.34999999999999987,0,-9,-6,0
pood,pood,paed,2/3,2,N,7,1.65,2,175,1,2,107,0,-10,0.5999999999999999,0,-11,-8,0
pood,pood,mood,2/3,2,N,12,1.4,2,152,1,10,107,0,-5,0.34999999999999987,-23,-11,0,0
pood,pood,kood,2/3,2,N,18,1.1,2,220,12,10,107,0,1,0.050000000000000044,45,0,0,0
pood,pood,poot,2/3,2,N,10,1.5,2,175,12,1,68,0,-7,0.44999999999999996,0,0,-9,-39
pood,pood,poop,2/3,2,N,8,1.6,2,175,12,1,25,0,-9,0.55,0,0,-9,-82
poolitama,poo-li-ta-ma,taalataga,2/3,7,N,0,3.45,8,874,13,167,1057,283,1505,1737,1787,3343,689,584,1885,6147,0,0,0.8000000000000003,123,5,-75,0,-109,-109,0,0,0,-112,121,0,0
poolitama,poo-li-ta-ma,tiilataga,2/3,7,N,0,3.9,8,874,8,196,1057,283,1505,1737,1787,3343,689,584,1885,6147,0,0,1.25,123,0,-46,0,-109,-109,0,0,0,-112,121,0,0
poolitama,poo-li-ta-ma,tuulataga,2/3,7,N,0,2.9,8,874,4,206,1057,283,1505,1737,1787,3343,689,584,1885,6147,0,0,0.25,123,-4,-36,0,-109,-109,0,0,0,-112,121,0,0
poolitama,poo-li-ta-ma,teelataga,2/3,7,N,0,3.4,8,874,19,159,1057,283,1505,1737,1787,3343,689,584,1885,6147,0,0,0.75,123,11,-83,0,-109,-109,0,0,0,-112,121,0,0
poolitama,poo-li-ta-ma,suulataga,2/3,7,N,0,2.75,8,812,55,206,1057,283,1505,1737,1787,3343,689,584,1885,6147,0,0,0.10000000000000009,61,47,-36,0,-109,-109,0,0,0,-112,121,0,0
poolitama,poo-li-ta-ma,saalataga,2/3,7,N,0,3.1,8,812,43,167,1057,283,1505,1737,1787,3343,689,584,1885,6147,0,0,0.4500000000000002,61,35,-75,0,-109,-109,0,0,0,-112,121,0,0
poolitama,poo-li-ta-ma,siilataga,2/3,7,N,0,3.6,8,812,3,196,1057,283,1505,1737,1787,3343,689,584,1885,6147,0,0,0.9500000000000002,61,-5,-46,0,-109,-109,0,0,0,-112,121,0,0
poolitama,poo-li-ta-ma,seelataga,2/3,7,N,0,3.1,8,812,11,159,1057,283,1505,1737,1787,3343,689,584,1885,6147,0,0,0.4500000000000002,61,3,-83,0,-109,-109,0,0,0,-112,121,0,0
poolitama,poo-li-ta-ma,veelataga,2/3,7,N,0,3.5,8,756,12,159,1057,283,1505,1737,1787,3343,689,584,1885,6147,0,0,0.8500000000000001,5,4,-83,0,-109,-109,0,0,0,-112,121,0,0
poolitama,poo-li-ta-ma,viilataga,2/3,7,N,0,3.6,8,756,32,196,1057,283,1505,1737,1787,3343,689,584,1885,6147,0,0,0.9500000000000002,5,24,-46,0,-109,-109,0,0,0,-112,121,0,0
popurrii,po-pur-rii,popultee,2/3,6,N,0,3.85,6,1367,72,693,249,85,12,2,13,8,7557,0,0,0.10000000000000009,0,0,0,0,0,2,-1,2,0,0
popurrii,po-pur-rii,popultuu,2/3,6,N,0,3.85,6,1367,72,693,249,85,12,2,5,1,7557,0,0,0.10000000000000009,0,0,0,0,0,2,-1,-6,-7,0
popurrii,po-pur-rii,populjuu,2/3,6,N,0,4.0,6,1367,72,693,249,85,12,6,4,1,7557,0,0,0.25,0,0,0,0,0,2,3,-7,-7,0
popurrii,po-pur-rii,popubloo,2/3,6,N,0,4.65,6,1367,72,693,249,85,3,2,7,4,7557,0,0,0.9000000000000004,0,0,0,0,0,-7,-1,-4,-4,0
popurrii,po-pur-rii,popublee,2/3,6,N,0,3.95,6,1367,72,693,249,85,3,2,7,8,7557,0,0,0.20000000000000018,0,0,0,0,0,-7,-1,-4,0,0
popurrii,po-pur-rii,popublai,2/3,6,N,0,3.95,6,1367,72,693,249,85,3,2,4,1,7557,0,0,0.20000000000000018,0,0,0,0,0,-7,-1,-7,-7,0
popurrii,po-pur-rii,popublei,2/3,6,N,0,3.9,6,1367,72,693,249,85,3,2,13,6,7557,0,0,0.1499999999999999,0,0,0,0,0,-7,-1,2,-2,0
popurrii,po-pur-rii,popedsii,2/3,6,N,0,3.65,6,1367,72,693,249,83,10,6,4,8,7557,0,0,-0.10000000000000009,0,0,0,0,-2,0,3,-7,0,0
popurrii,po-pur-rii,popedroo,2/3,6,N,0,4.3,6,1367,72,693,249,83,10,3,6,4,7557,0,0,0.5499999999999998,0,0,0,0,-2,0,0,-5,-4,0
popurrii,po-pur-rii,popedrai,2/3,6,N,0,3.9,6,1367,72,693,249,83,10,3,7,1,7557,0,0,0.1499999999999999,0,0,0,0,-2,0,0,-4,-7,0
pragunema,pra-gu-ne-ma,kranadema,2/3,7,N,0,3.45,8,35,1,1615,551,198,1505,435,298,1586,801,463,1885,6147,0,0,0.3500000000000001,-58,-9,0,-49,-36,46,-23,5,0,0,0,0,0
pragunema,pra-gu-ne-ma,planadema,2/3,7,N,0,3.6,8,31,22,1615,551,198,1505,435,298,1586,801,463,1885,6147,0,0,0.5,-62,12,0,-49,-36,46,-23,5,0,0,0,0,0
pragunema,pra-gu-ne-ma,tranadema,2/3,7,N,0,3.65,8,45,9,1615,551,198,1505,435,298,1586,801,463,1885,6147,0,0,0.5499999999999998,-48,-1,0,-49,-36,46,-23,5,0,0,0,0,0
pragunema,pra-gu-ne-ma,krasudega,2/3,7,N,0,3.25,8,35,1,1615,666,249,1459,435,298,1586,689,584,1885,6147,0,0,0.1499999999999999,-58,-9,0,66,15,0,-23,5,0,-112,121,0,0
pragunema,pra-gu-ne-ma,krasenega,2/3,7,N,0,3.65,8,35,1,1615,666,247,1368,458,293,1586,689,584,1885,6147,0,0,0.5499999999999998,-58,-9,0,66,13,-91,0,0,0,-112,121,0,0
pragunema,pra-gu-ne-ma,krasedema,2/3,7,N,0,3.95,8,35,1,1615,666,247,1368,435,298,1586,801,463,1885,6147,0,0,0.8500000000000001,-58,-9,0,66,13,-91,-23,5,0,0,0,0,0
pragunema,pra-gu-ne-ma,krasadema,2/3,7,N,0,3.65,8,35,1,1615,666,160,1505,435,298,1586,801,463,1885,6147,0,0,0.5499999999999998,-58,-9,0,66,-74,46,-23,5,0,0,0,0,0
pragunema,pra-gu-ne-ma,krasanega,2/3,7,N,0,3.35,8,35,1,1615,666,160,1505,458,293,1586,689,584,1885,6147,0,0,0.25,-58,-9,0,66,-74,46,0,0,0,-112,121,0,0
pragunema,pra-gu-ne-ma,krananega,2/3,7,N,0,3.25,8,35,1,1615,551,198,1505,458,293,1586,689,584,1885,6147,0,0,0.1499999999999999,-58,-9,0,-49,-36,46,0,0,0,-112,121,0,0
pragunema,pra-gu-ne-ma,kranenega,2/3,7,N,0,3.75,8,35,1,1615,551,196,1368,458,293,1586,689,584,1885,6147,0,0,0.6499999999999999,-58,-9,0,-49,-38,-91,0,0,0,-112,121,0,0
pruukima,pruu-ki-ma,kruuvida,2/3,6,N,0,2.85,6,78,1,347,491,259,3050,1323,762,2585,7557,0,-1,0.25,-84,-11,0,106,15,0,97,-45,0,0
pruukima,pruu-ki-ma,kruubida,2/3,6,N,0,2.9,6,78,1,347,486,171,3050,1323,762,2585,7557,0,-1,0.2999999999999998,-84,-11,0,101,-73,0,97,-45,0,0
pruukima,pruu-ki-ma,kraabima,2/3,6,N,1,2.65,6,78,14,320,486,171,3050,1226,807,2585,7557,0,0,0.04999999999999982,-84,2,-27,101,-73,0,0,0,0,0
pruukima,pruu-ki-ma,kraakida,2/3,6,N,1,2.55,6,78,14,320,385,244,3050,1323,762,2585,7557,0,0,-0.050000000000000266,-84,2,-27,0,0,0,97,-45,0,0
pruukima,pruu-ki-ma,kraavima,2/3,6,N,1,2.5,6,78,14,320,491,259,3050,1226,807,2585,7557,0,0,-0.10000000000000009,-84,2,-27,106,15,0,0,0,0,0
pruukima,pruu-ki-ma,krookida,2/3,6,N,1,2.6,6,78,11,418,385,244,3050,1323,762,2585,7557,0,0,0.0,-84,-1,71,0,0,0,97,-45,0,0
pruukima,pruu-ki-ma,kroobima,2/3,6,N,0,2.8,6,78,11,418,486,171,3050,1226,807,2585,7557,0,-1,0.19999999999999973,-84,-1,71,101,-73,0,0,0,0,0
pruukima,pruu-ki-ma,kroovima,2/3,6,N,1,2.6,6,78,11,418,491,259,3050,1226,807,2585,7557,0,0,0.0,-84,-1,71,106,15,0,0,0,0,0
pruukima,pruu-ki-ma,kriikida,2/3,6,N,1,2.5,6,78,19,372,385,244,3050,1323,762,2585,7557,0,0,-0.10000000000000009,-84,7,25,0,0,0,97,-45,0,0
pruukima,pruu-ki-ma,kriivima,2/3,6,N,1,2.75,6,78,19,372,491,259,3050,1226,807,2585,7557,0,0,0.1499999999999999,-84,7,25,106,15,0,0,0,0,0
punker,pun-ker,puhmer,2/3,4,N,1,2.2,4,1089,121,67,48,210,90,164,0,1,0.10000000000000009,0,0,-11,12,12,0,0
punker,pun-ker,pitker,2/3,4,N,0,2.6,4,1089,125,64,39,198,90,164,0,0,0.5,0,4,-14,3,0,0,0
punker,pun-ker,senker,2/3,4,N,0,2.55,4,1058,98,73,36,198,90,164,0,0,0.44999999999999973,-31,-23,-5,0,0,0,0
punker,pun-ker,surker,2/3,4,N,0,2.2,4,1058,126,109,44,198,90,164,0,0,0.10000000000000009,-31,5,31,8,0,0,0
punker,pun-ker,sunrer,2/3,4,N,0,2.3,4,1058,126,78,4,170,90,164,0,0,0.19999999999999973,-31,5,0,-32,-28,0,0
punker,pun-ker,sunkem,2/3,4,N,0,2.85,4,1058,126,78,36,198,64,133,0,0,0.75,-31,5,0,0,0,-26,-31
punker,pun-ker,sutker,2/3,4,N,0,2.6,4,1058,126,50,39,198,90,164,0,0,0.5,-31,5,-28,3,0,0,0
punker,pun-ker,tenker,2/3,4,N,0,2.4,4,1118,100,73,36,198,90,164,0,0,0.2999999999999998,29,-21,-5,0,0,0,0
punker,pun-ker,pirker,2/3,4,N,0,2.7,4,1089,125,54,44,198,90,164,0,0,0.6000000000000001,0,4,-24,8,0,0,0
punker,pun-ker,pusmer,2/3,4,N,0,2.7,4,1089,121,50,12,210,90,164,0,0,0.6000000000000001,0,0,-28,-24,12,0,0
puri,pu-ri,pusa,2/3,2,N,7,1.65,4,1089,121,367,543,298,1217,4323,0,-4,0.2999999999999998,0,0,0,14,3,10,0
puri,pu-ri,puna,2/3,2,N,8,1.6,4,1089,121,367,532,293,1217,4323,0,-3,0.25,0,0,0,3,-2,10,0
puri,pu-ri,puda,2/3,2,N,6,1.7,4,1089,121,367,537,278,1217,4323,0,-5,0.34999999999999987,0,0,0,8,-17,10,0
puri,pu-ri,tuti,2/3,2,N,9,1.55,4,1118,160,367,566,318,1207,4323,0,-2,0.19999999999999996,29,39,0,37,23,0,0
