word,segments,pseudoword,statistics_overlap_ratio,statistics_plain_length,statistics_lexicality,statistics_ned1,statistics_old20,statistics_overlap,statistics_transition_frequencies_0,statistics_transition_frequencies_1,statistics_transition_frequencies_2,statistics_transition_frequencies_3,statistics_transition_frequencies_4,statistics_transition_frequencies_5,statistics_transition_frequencies_6,difference_statistics_plain_length,difference_statistics_ned1,difference_statistics_old20,difference_statistics_transition_frequencies_0,difference_statistics_transition_frequencies_1,difference_statistics_transition_frequencies_2,difference_statistics_transition_frequencies_3,difference_statistics_transition_frequencies_4,difference_statistics_transition_frequencies_5,difference_statistics_transition_frequencies_6
idanema,i-da-ne-ma,ivudega,2/3,5,N,0,2.75,8,2496,306,741,364,82,1459,435,298,1586,689,584,1885,6147,0,0,0.10000000000000009,0,0,0,-82,-112,-46,-23,5,0,-112,121,0,0
idanema,i-da-ne-ma,ividega,2/3,5,N,1,2.8,8,2496,306,741,364,179,1614,435,298,1586,689,584,1885,6147,0,1,0.1499999999999999,0,0,0,-82,-15,109,-23,5,0,-112,121,0,0
idanema,i-da-ne-ma,inudega,2/3,5,N,1,2.6,8,2496,306,741,551,137,1459,435,298,1586,689,584,1885,6147,0,1,-0.04999999999999982,0,0,0,105,-57,-46,-23,5,0,-112,121,0,0
idanema,i-da-ne-ma,inidega,2/3,5,N,0,2.7,8,2496,306,741,551,261,1614,435,298,1586,689,584,1885,6147,0,0,0.050000000000000266,0,0,0,105,67,109,-23,5,0,-112,121,0,0
idanema,i-da-ne-ma,otedema,2/3,5,N,0,2.85,8,2496,270,592,376,214,1368,435,298,1586,801,463,1885,6147,0,0,0.20000000000000018,0,-36,-149,-70,20,-137,-23,5,0,0,0,0,0
ilmuma,il-mu-ma,iskuda,2/3,4,N,3,1.85,6,2852,326,89,119,306,2490,1323,762,2585,7557,0,1,0.050000000000000044,0,0,-127,-72,128,0,97,-45,0,0
ilmuma,il-mu-ma,innuda,2/3,4,N,1,2.3,6,2852,326,247,300,200,2490,1323,762,2585,7557,0,-1,0.4999999999999998,0,0,31,109,22,0,97,-45,0,0
ilmuma,il-mu-ma,irjuda,2/3,4,N,0,2.25,6,2852,326,88,119,214,2490,1323,762,2585,7557,0,-2,0.44999999999999996,0,0,-128,-72,36,0,97,-45,0,0
ilmuma,il-mu-ma,irvuda,2/3,4,N,0,2.45,6,2852,326,88,141,89,2490,1323,762,2585,7557,0,-2,0.6500000000000001,0,0,-128,-50,-89,0,97,-45,0,0
ilmuma,il-mu-ma,õrjuma,2/3,4,N,0,2.4,6,2852,221,98,119,214,2490,1226,807,2585,7557,0,-2,0.5999999999999999,0,-105,-118,-72,36,0,0,0,0,0
ilmuma,il-mu-ma,õrmuda,2/3,4,N,1,2.65,6,2852,221,98,100,178,2490,1323,762,2585,7557,0,-1,0.8499999999999999,0,-105,-118,-91,0,0,97,-45,0,0
ilmuma,il-mu-ma,õrvuma,2/3,4,N,0,2.6,6,2852,221,98,141,89,2490,1226,807,2585,7557,0,-2,0.8,0,-105,-118,-50,-89,0,0,0,0,0
ilmuma,il-mu-ma,orjuma,2/3,4,N,0,2.5,6,2852,335,141,119,214,2490,1226,807,2585,7557,0,-2,0.7,0,9,-75,-72,36,0,0,0,0,0
ilmuma,il-mu-ma,ormuda,2/3,4,N,1,2.55,6,2852,335,141,100,178,2490,1323,762,2585,7557,0,-1,0.7499999999999998,0,9,-75,-91,0,0,97,-45,0,0
ilmuma,il-mu-ma,orvuma,2/3,4,N,0,2.55,6,2852,335,141,141,89,2490,1226,807,2585,7557,0,-2,0.7499999999999998,0,9,-75,-50,-89,0,0,0,0,0
internet,in-ter-net,ilkurnet,2/3,6,N,0,3.95,6,2852,326,216,42,306,10,7,518,83,637,0,-1,0.75,0,0,-31,-21,-22,-32,0,0,0,0
internet,in-ter-net,iltilnet,2/3,6,N,0,3.85,6,2852,326,216,34,301,13,31,518,83,637,0,-1,0.6499999999999999,0,0,-31,-29,-27,-29,24,0,0,0
internet,in-ter-net,iltitnet,2/3,6,N,0,3.85,6,2852,326,216,34,301,63,5,518,83,637,0,-1,0.6499999999999999,0,0,-31,-29,-27,21,-2,0,0,0
internet,in-ter-net,intiblet,2/3,6,N,0,3.95,6,2852,326,247,63,301,5,2,554,83,637,0,-1,0.75,0,0,0,0,-27,-37,-5,36,0,0
internet,in-ter-net,intillet,2/3,6,N,0,3.9,6,2852,326,247,63,301,13,39,554,83,637,0,-1,0.6999999999999997,0,0,0,0,-27,-29,32,36,0,0
internet,in-ter-net,intilnut,2/3,6,N,0,3.9,6,2852,326,247,63,301,13,31,478,101,637,0,-1,0.6999999999999997,0,0,0,0,-27,-29,24,-40,18,0
internet,in-ter-net,intiklet,2/3,6,N,0,3.9,6,2852,326,247,63,301,62,9,554,83,637,0,-1,0.6999999999999997,0,0,0,0,-27,20,2,36,0,0
internet,in-ter-net,intitnut,2/3,6,N,0,3.8,6,2852,326,247,63,301,63,5,478,101,637,0,-1,0.5999999999999996,0,0,0,0,-27,21,-2,-40,18,0
internet,in-ter-net,intitlet,2/3,6,N,0,3.85,6,2852,326,247,63,301,63,25,554,83,637,0,-1,0.6499999999999999,0,0,0,0,-27,21,18,36,0,0
internet,in-ter-net,intivnut,2/3,6,N,0,3.9,6,2852,326,247,63,301,1,5,478,101,637,0,-1,0.6999999999999997,0,0,0,0,-27,-41,-2,-40,18,0
isekas,i-se-kas,enegas,2/3,4,N,0,2.65,6,2852,484,934,831,288,2065,747,538,727,1933,0,-1,0.7,0,158,-83,-44,-91,0,-207,153,0,0
isekas,i-se-kas,enekes,2/3,4,N,1,2.55,6,2852,484,934,831,288,2065,954,189,557,1933,0,0,0.5999999999999999,0,158,-83,-44,-91,0,0,-196,-170,0
isekas,i-se-kas,enelas,2/3,4,N,0,2.35,6,2852,484,934,831,288,2065,754,136,727,1933,0,-1,0.40000000000000013,0,158,-83,-44,-91,0,-200,-249,0,0
isekas,i-se-kas,enenas,2/3,4,N,0,2.6,6,2852,484,934,831,288,2065,1129,316,727,1933,0,-1,0.6500000000000001,0,158,-83,-44,-91,0,175,-69,0,0
isekas,i-se-kas,emelas,2/3,4,N,0,2.65,6,2852,484,934,624,298,2065,754,136,727,1933,0,-1,0.7,0,158,-83,-251,-81,0,-200,-249,0,0
isekas,i-se-kas,emekes,2/3,4,N,0,2.7,6,2852,484,934,624,298,2065,954,189,557,1933,0,-1,0.7500000000000002,0,158,-83,-251,-81,0,0,-196,-170,0
isekas,i-se-kas,emenas,2/3,4,N,0,2.65,6,2852,484,934,624,298,2065,1129,316,727,1933,0,-1,0.7,0,158,-83,-251,-81,0,175,-69,0,0
isekas,i-se-kas,emegas,2/3,4,N,0,2.6,6,2852,484,934,624,298,2065,747,538,727,1933,0,-1,0.6500000000000001,0,158,-83,-251,-81,0,-207,153,0,0
isekas,i-se-kas,egekes,2/3,4,N,0,2.85,6,2852,484,934,792,296,2065,954,189,557,1933,0,-1,0.9000000000000001,0,158,-83,-83,-83,0,0,-196,-170,0
isekas,i-se-kas,egenas,2/3,4,N,0,2.75,6,2852,484,934,792,296,2065,1129,316,727,1933,0,-1,0.8,0,158,-83,-83,-83,0,175,-69,0,0
isend,i-send,itand,2/3,3,N,1,1.95,4,1499,155,524,566,374,24,82,0,-1,0.1499999999999999,0,0,0,23,-30,2,0
isend,i-send,igind,2/3,3,N,0,2.0,4,1499,155,524,462,276,4,82,0,-2,0.19999999999999996,0,0,0,-81,-128,-18,0
isend,i-send,idand,2/3,3,N,3,1.85,4,1499,155,524,537,278,24,82,0,1,0.050000000000000044,0,0,0,-6,-126,2,0
isend,i-send,isapp,2/3,3,N,0,2.0,4,1499,155,524,543,298,1,1,0,-2,0.19999999999999996,0,0,0,0,-106,-21,-81
isend,i-send,isass,2/3,3,N,3,1.85,4,1499,155,524,543,298,2,13,0,1,0.050000000000000044,0,0,0,0,-106,-20,-69
isend,i-send,isamm,2/3,3,N,1,1.95,4,1499,155,524,543,298,1,1,0,-1,0.1499999999999999,0,0,0,0,-106,-21,-81
isend,i-send,isard,2/3,3,N,2,1.9,4,1499,155,524,543,298,3,5,0,0,0.09999999999999987,0,0,0,0,-106,-19,-77
isend,i-send,isanš,2/3,3,N,1,1.95,4,1499,155,524,543,298,1,1,0,-1,0.1499999999999999,0,0,0,0,-106,-21,-81
isend,i-send,isall,2/3,3,N,4,1.8,4,1499,155,524,543,298,2,13,0,2,0.0,0,0,0,0,-106,-20,-69
isend,i-send,isarm,2/3,3,N,0,2.0,4,1499,155,524,543,298,1,3,0,-2,0.19999999999999996,0,0,0,0,-106,-21,-79
jagama,ja-ga-ma,nadada,2/3,4,N,0,2.0,6,463,44,1803,816,339,3208,1323,762,2585,7557,0,-8,0.5,108,-38,0,24,25,0,97,-45,0,0
jagama,ja-ga-ma,nasada,2/3,4,N,0,2.0,6,463,44,1803,875,380,3208,1323,762,2585,7557,0,-8,0.5,108,-38,0,83,66,0,97,-45,0,0
jagama,ja-ga-ma,hasada,2/3,4,N,0,2.0,6,606,142,1803,875,380,3208,1323,762,2585,7557,0,-8,0.5,251,60,0,83,66,0,97,-45,0,0
jagama,ja-ga-ma,hadima,2/3,4,N,0,2.2,6,606,142,1803,816,283,3050,1226,807,2585,7557,0,-8,0.7000000000000002,251,60,0,24,-31,-158,0,0,0,0
jagama,ja-ga-ma,hadada,2/3,4,N,0,2.0,6,606,142,1803,816,339,3208,1323,762,2585,7557,0,-8,0.5,251,60,0,24,25,0,97,-45,0,0
jagama,ja-ga-ma,hahada,2/3,4,N,0,2.0,6,606,142,1803,798,172,3208,1323,762,2585,7557,0,-8,0.5,251,60,0,6,-142,0,97,-45,0,0
jagama,ja-ga-ma,hahima,2/3,4,N,0,2.3,6,606,142,1803,798,178,3050,1226,807,2585,7557,0,-8,0.7999999999999998,251,60,0,6,-136,-158,0,0,0,0
jagama,ja-ga-ma,hanada,2/3,4,N,2,1.9,6,606,142,1803,831,449,3208,1323,762,2585,7557,0,-6,0.3999999999999999,251,60,0,39,135,0,97,-45,0,0
jagama,ja-ga-ma,hanima,2/3,4,N,2,1.9,6,606,142,1803,831,380,3050,1226,807,2585,7557,0,-6,0.3999999999999999,251,60,0,39,66,-158,0,0,0,0
jagama,ja-ga-ma,hamima,2/3,4,N,0,2.1,6,606,142,1803,624,386,3050,1226,807,2585,7557,0,-8,0.6000000000000001,251,60,0,-168,72,-158,0,0,0,0
joon,joon,jool,2/3,2,N,14,1.3,2,73,7,9,78,0,3,-0.050000000000000044,0,0,2,-2
joon,joon,hoon,2/3,2,N,12,1.4,2,65,8,7,80,0,1,0.04999999999999982,-8,1,0,0
joon,joon,jeen,2/3,2,N,7,1.65,2,73,1,6,80,0,-4,0.2999999999999998,0,-6,-1,0
joon,joon,juun,2/3,2,N,8,1.6,2,73,5,1,80,0,-3,0.25,0,-2,-6,0
joon,joon,join,2/3,2,N,5,1.75,2,73,1,1,80,0,-6,0.3999999999999999,0,-6,-6,0
joon,joon,jein,2/3,2,N,9,1.55,2,73,1,6,80,0,-2,0.19999999999999996,0,-6,-1,0
joon,joon,jaon,2/3,2,N,5,1.75,2,73,3,2,80,0,-6,0.3999999999999999,0,-4,-5,0
joon,joon,joot,2/3,2,N,9,1.55,2,73,7,1,68,0,-2,0.19999999999999996,0,0,-6,-12
joon,joon,roon,2/3,2,N,8,1.6,2,86,2,7,80,0,-3,0.25,13,-5,0,0
joon,joon,joos,2/3,2,N,13,1.35,2,73,7,6,112,0,2,0.0,0,0,-1,32
jope,jo-pe,juje,2/3,2,N,2,1.9,4,318,70,367,172,45,1105,4323,0,-1,0.1499999999999999,0,60,44,-27,-23,0,0
jope,jo-pe,jõbe,2/3,2,N,6,1.7,4,318,53,205,232,77,1105,4323,0,3,-0.050000000000000044,0,43,-118,33,9,0,0
jope,jo-pe,jõhe,2/3,2,N,7,1.65,4,318,53,205,305,120,1105,4323,0,4,-0.10000000000000009,0,43,-118,106,52,0,0
jope,jo-pe,jõve,2/3,2,N,4,1.8,4,318,53,205,297,127,1105,4323,0,1,0.050000000000000044,0,43,-118,98,59,0,0
jope,jo-pe,jõje,2/3,2,N,3,1.85,4,318,53,205,172,45,1105,4323,0,0,0.10000000000000009,0,43,-118,-27,-23,0,0
jope,jo-pe,jõpi,2/3,2,N,4,1.8,4,318,53,205,199,126,1207,4323,0,1,0.050000000000000044,0,43,-118,0,58,102,0
jope,jo-pe,jõpa,2/3,2,N,1,1.95,4,318,53,205,199,70,1217,4323,0,-2,0.19999999999999996,0,43,-118,0,2,112,0
jope,jo-pe,johi,2/3,2,N,5,1.75,4,318,10,323,305,79,1207,4323,0,2,0.0,0,0,0,106,11,102,0
jope,jo-pe,joha,2/3,2,N,3,1.85,4,318,10,323,305,96,1217,4323,0,0,0.10000000000000009,0,0,0,106,28,112,0
jope,jo-pe,jobi,2/3,2,N,6,1.7,4,318,10,323,232,101,1207,4323,0,3,-0.050000000000000044,0,0,0,33,33,102,0
juht,juht,jumm,2/3,2,N,6,1.7,2,73,14,4,18,0,-6,0.3999999999999999,0,0,0,-2
juht,juht,jups,2/3,2,N,8,1.6,2,73,14,2,18,0,-4,0.30000000000000004,0,0,-2,-2
juht,juht,jurt,2/3,2,N,7,1.65,2,73,14,2,19,0,-5,0.34999999999999987,0,0,-2,-1
juht,juht,jaht,2/3,2,N,12,1.4,2,73,10,6,20,0,0,0.09999999999999987,0,-4,2,0
juht,juht,jõht,2/3,2,N,2,1.9,2,73,17,1,20,0,-10,0.5999999999999999,0,3,-3,0
juht,juht,juts,2/3,2,N,7,1.65,2,73,14,1,21,0,-5,0.34999999999999987,0,0,-3,1
juht,juht,jung,2/3,2,N,3,1.85,2,73,14,1,18,0,-9,0.55,0,0,-3,-2
juht,juht,juld,2/3,2,N,5,1.75,2,73,14,3,16,0,-7,0.44999999999999996,0,0,-1,-4
juht,juht,jukk,2/3,2,N,6,1.7,2,73,14,5,27,0,-6,0.3999999999999999,0,0,1,7
juht,juht,jusk,2/3,2,N,6,1.7,2,73,14,2,15,0,-6,0.3999999999999999,0,0,-2,-5
kahi,ka-hi,kape,2/3,2,N,8,1.6,4,1708,312,730,199,68,1105,4323,0,-5,0.3500000000000001,0,0,0,-106,-11,-102,0
kahi,ka-hi,kapa,2/3,2,N,19,1.05,4,1708,312,730,199,70,1217,4323,0,6,-0.19999999999999996,0,0,0,-106,-9,10,0
kahi,ka-hi,kave,2/3,2,N,10,1.5,4,1708,312,730,297,127,1105,4323,0,-3,0.25,0,0,0,-8,48,-102,0
kahi,ka-hi,kaba,2/3,2,N,16,1.2,4,1708,312,730,232,111,1217,4323,0,3,-0.050000000000000044,0,0,0,-73,32,10,0
kahi,ka-hi,kabe,2/3,2,N,13,1.35,4,1708,312,730,232,77,1105,4323,0,0,0.10000000000000009,0,0,0,-73,-2,-102,0
kahi,ka-hi,kake,2/3,2,N,14,1.3,4,1708,312,730,344,198,1105,4323,0,1,0.050000000000000044,0,0,0,39,119,-102,0
kahi,ka-hi,kane,2/3,2,N,14,1.3,4,1708,312,730,532,239,1105,4323,0,1,0.050000000000000044,0,0,0,227,160,-102,0
kahi,ka-hi,kaga,2/3,2,N,19,1.05,4,1708,312,730,462,254,1217,4323,0,6,-0.19999999999999996,0,0,0,157,175,10,0
kahi,ka-hi,kage,2/3,2,N,12,1.4,4,1708,312,730,462,234,1105,4323,0,-1,0.1499999999999999,0,0,0,157,155,-102,0
kahi,ka-hi,kara,2/3,2,N,29,1.0,4,1708,312,730,529,182,1217,4323,0,16,-0.25,0,0,0,224,103,10,0
käima,käi-ma,kriva,2/3,3,N,1,1.95,4,81,9,524,297,312,1217,4323,0,-5,0.34999999999999987,5,-30,0,-44,-72,0,0
käima,käi-ma,krema,2/3,3,N,2,1.9,4,81,4,427,341,384,1217,4323,0,-4,0.2999999999999998,5,-35,-97,0,0,0,0
käima,käi-ma,priva,2/3,3,N,0,2.0,4,78,14,524,297,312,1217,4323,0,-6,0.3999999999999999,2,-25,0,-44,-72,0,0
käima,käi-ma,prema,2/3,3,N,1,1.95,4,78,5,427,341,384,1217,4323,0,-5,0.34999999999999987,2,-34,-97,0,0,0,0
käima,käi-ma,häiva,2/3,3,N,0,2.0,4,20,6,524,297,312,1217,4323,0,-6,0.3999999999999999,-56,-33,0,-44,-72,0,0
käima,käi-ma,näiva,2/3,3,N,4,1.8,4,67,28,524,297,312,1217,4323,0,-2,0.19999999999999996,-9,-11,0,-44,-72,0,0
käima,käi-ma,näema,2/3,3,N,2,1.9,4,67,7,427,341,384,1217,4323,0,-4,0.2999999999999998,-9,-32,-97,0,0,0,0
käima,käi-ma,driva,2/3,3,N,0,2.05,4,4,2,524,297,312,1217,4323,0,-6,0.44999999999999973,-72,-37,0,-44,-72,0,0
käima,käi-ma,kliva,2/3,3,N,1,1.95,4,55,2,524,297,312,1217,4323,0,-5,0.34999999999999987,-21,-37,0,-44,-72,0,0
käima,käi-ma,pöiva,2/3,3,N,1,1.95,4,7,6,524,297,312,1217,4323,0,-5,0.34999999999999987,-69,-33,0,-44,-72,0,0
kaine,kai-ne,keede,2/3,3,N,5,1.75,4,1708,52,197,537,212,1105,4323,0,-2,0.19999999999999996,0,19,9,5,-27,0,0
kaine,kai-ne,keide,2/3,3,N,5,1.75,4,1708,4,170,537,212,1105,4323,0,-2,0.19999999999999996,0,-29,-18,5,-27,0,0
kaine,kai-ne,kaude,2/3,3,N,8,1.6,4,1708,51,137,537,212,1105,4323,0,1,0.050000000000000044,0,18,-51,5,-27,0,0
kaine,kai-ne,kuute,2/3,3,N,7,1.65,4,1708,80,249,566,338,1105,4323,0,0,0.09999999999999987,0,47,61,34,99,0,0
kaine,kai-ne,kuuni,2/3,3,N,7,1.65,4,1708,80,249,532,221,1207,4323,0,0,0.09999999999999987,0,47,61,0,-18,102,0
kaine,kai-ne,kuuna,2/3,3,N,7,1.65,4,1708,80,249,532,293,1217,4323,0,0,0.09999999999999987,0,47,61,0,54,112,0
kaine,kai-ne,kuure,2/3,3,N,10,1.5,4,1708,80,249,529,170,1105,4323,0,3,-0.050000000000000044,0,47,61,-3,-69,0,0
kaine,kai-ne,kuuge,2/3,3,N,9,1.55,4,1708,80,249,462,234,1105,4323,0,2,0.0,0,47,61,-70,-5,0,0
kaine,kai-ne,keere,2/3,3,N,3,1.85,4,1708,52,197,529,170,1105,4323,0,-4,0.30000000000000004,0,19,9,-3,-69,0,0
kaine,kai-ne,keeni,2/3,3,N,6,1.7,4,1708,52,197,532,221,1207,4323,0,-1,0.1499999999999999,0,19,9,0,-18,102,0
kaitsma,kaits-ma,kaitsli,2/3,5,N,0,2.2,4,1708,33,8,1,377,1207,4323,0,-3,0.4500000000000002,0,0,0,-5,-7,-10,0
kaitsma,kaits-ma,kooksma,2/3,5,N,1,2.55,4,1708,59,10,5,384,1217,4323,0,-2,0.7999999999999998,0,26,2,-1,0,0,0
kaitsma,kaits-ma,keistma,2/3,5,N,1,2.35,4,1708,4,1,19,384,1217,4323,0,-2,0.6000000000000001,0,-29,-7,13,0,0,0
kaitsma,kaits-ma,keitsta,2/3,5,N,1,2.5,4,1708,4,5,5,374,1217,4323,0,-2,0.75,0,-29,-3,-1,-10,0,0
kaitsma,kaits-ma,kuistma,2/3,5,N,0,2.55,4,1708,12,1,19,384,1217,4323,0,-3,0.7999999999999998,0,-21,-7,13,0,0,0
kaitsma,kaits-ma,kaaksma,2/3,5,N,0,2.65,4,1708,52,1,5,384,1217,4323,0,-3,0.8999999999999999,0,19,-7,-1,0,0,0
kaitsma,kaits-ma,kaa_ema,2/3,5,N,0,2.55,4,1708,52,2,1,384,1217,4323,0,-3,0.7999999999999998,0,19,-6,-5,0,0,0
kaitsma,kaits-ma,kaandma,2/3,5,N,1,2.6,4,1708,52,1,11,384,1217,4323,0,-2,0.8500000000000001,0,19,-7,5,0,0,0
kaitsma,kaits-ma,keeskma,2/3,5,N,0,2.65,4,1708,52,3,3,384,1217,4323,0,-3,0.8999999999999999,0,19,-5,-3,0,0,0
kaitsma,kaits-ma,keestma,2/3,5,N,2,2.4,4,1708,52,4,19,384,1217,4323,0,-1,0.6499999999999999,0,19,-4,13,0,0,0
kalduma,kal-du-ma,kahluda,2/3,5,N,1,2.05,6,2476,485,124,11,429,2490,1323,762,2585,7557,0,-1,0.24999999999999978,0,0,-122,-92,-6,0,97,-45,0,0
kalduma,kal-du-ma,kahtuda,2/3,5,N,2,1.9,6,2476,485,124,164,457,2490,1323,762,2585,7557,0,0,0.09999999999999987,0,0,-122,61,22,0,97,-45,0,0
kalduma,kal-du-ma,kaktuda,2/3,5,N,0,2.2,6,2476,485,138,56,457,2490,1323,762,2585,7557,0,-2,0.40000000000000013,0,0,-108,-47,22,0,97,-45,0,0
kalduma,kal-du-ma,kaksuda,2/3,5,N,1,1.95,6,2476,485,138,165,307,2490,1323,762,2585,7557,0,-1,0.1499999999999999,0,0,-108,62,-128,0,97,-45,0,0
kalduma,kal-du-ma,kakluda,2/3,5,N,1,2.1,6,2476,485,138,43,429,2490,1323,762,2585,7557,0,-1,0.30000000000000004,0,0,-108,-60,-6,0,97,-45,0,0
kalduma,kal-du-ma,kanguda,2/3,5,N,0,2.0,6,2476,485,174,152,335,2490,1323,762,2585,7557,0,-2,0.19999999999999996,0,0,-72,49,-100,0,97,-45,0,0
kalduma,kal-du-ma,kansuda,2/3,5,N,1,2.1,6,2476,485,174,27,307,2490,1323,762,2585,7557,0,-1,0.30000000000000004,0,0,-72,-76,-128,0,97,-45,0,0
kalduma,kal-du-ma,kanluda,2/3,5,N,1,2.0,6,2476,485,174,18,429,2490,1323,762,2585,7557,0,-1,0.19999999999999996,0,0,-72,-85,-6,0,97,-45,0,0
kalduma,kal-du-ma,kantuda,2/3,5,N,1,1.95,6,2476,485,174,63,457,2490,1323,762,2585,7557,0,-1,0.1499999999999999,0,0,-72,-40,22,0,97,-45,0,0
kalduma,kal-du-ma,kasluda,2/3,5,N,1,1.95,6,2476,485,285,15,429,2490,1323,762,2585,7557,0,-1,0.1499999999999999,0,0,39,-88,-6,0,97,-45,0,0
kalur,ka-lur,kalav,2/3,3,N,5,1.75,4,1708,312,730,626,277,63,170,0,3,-0.050000000000000044,0,0,0,0,45,35,6
kalur,ka-lur,kalam,2/3,3,N,4,1.8,4,1708,312,730,626,277,22,133,0,2,0.0,0,0,0,0,45,-6,-31
kalur,ka-lur,kalak,2/3,3,N,8,1.6,4,1708,312,730,626,277,18,145,0,6,-0.19999999999999996,0,0,0,0,45,-10,-19
kalur,ka-lur,katum,2/3,3,N,2,1.9,4,1708,312,730,566,307,12,133,0,0,0.09999999999999987,0,0,0,-60,75,-16,-31
kalur,ka-lur,katuk,2/3,3,N,1,1.95,4,1708,312,730,566,307,5,145,0,-1,0.1499999999999999,0,0,0,-60,75,-23,-19
kalur,ka-lur,katuv,2/3,3,N,2,1.9,4,1708,312,730,566,307,35,170,0,0,0.09999999999999987,0,0,0,-60,75,7,6
kalur,ka-lur,kater,2/3,3,N,4,1.8,4,1708,312,730,566,338,90,164,0,2,0.0,0,0,0,-60,106,62,0
kalur,ka-lur,kadar,2/3,3,N,0,2.0,4,1708,312,730,537,278,21,164,0,-2,0.19999999999999996,0,0,0,-89,46,-7,0
kalur,ka-lur,kaduk,2/3,3,N,3,1.85,4,1708,312,730,537,239,5,145,0,1,0.050000000000000044,0,0,0,-89,7,-23,-19
kalur,ka-lur,kadum,2/3,3,N,5,1.75,4,1708,312,730,537,239,12,133,0,3,-0.050000000000000044,0,0,0,-89,7,-16,-31
kannikas,kan-ni-kas,kolmikas,2/3,6,N,1,2.5,6,2476,544,114,191,386,3050,954,385,727,1933,0,1,0.10000000000000009,0,59,-60,-109,6,0,0,0,0,0
kannikas,kan-ni-kas,kostikas,2/3,6,N,0,2.8,6,2476,544,63,410,301,3050,954,385,727,1933,0,0,0.3999999999999999,0,59,-111,110,-79,0,0,0,0,0
kannikas,kan-ni-kas,karvakas,2/3,6,N,0,2.6,6,2476,485,288,141,396,3208,954,385,727,1933,0,0,0.20000000000000018,0,0,114,-159,16,158,0,0,0,0
kannikas,kan-ni-kas,karvigas,2/3,6,N,0,2.7,6,2476,485,288,141,259,3050,747,538,727,1933,0,0,0.30000000000000027,0,0,114,-159,-121,0,-207,153,0,0
kannikas,kan-ni-kas,karvikes,2/3,6,N,0,2.95,6,2476,485,288,141,259,3050,954,189,557,1933,0,0,0.5500000000000003,0,0,114,-159,-121,0,0,-196,-170,0
kannikas,kan-ni-kas,karvilas,2/3,6,N,0,2.9,6,2476,485,288,141,259,3050,754,136,727,1933,0,0,0.5,0,0,114,-159,-121,0,-200,-249,0,0
kannikas,kan-ni-kas,karvinas,2/3,6,N,0,2.8,6,2476,485,288,141,259,3050,1129,316,727,1933,0,0,0.3999999999999999,0,0,114,-159,-121,0,175,-69,0,0
kannikas,kan-ni-kas,karkakas,2/3,6,N,0,2.75,6,2476,485,288,55,212,3208,954,385,727,1933,0,0,0.3500000000000001,0,0,114,-245,-168,158,0,0,0,0
kannikas,kan-ni-kas,karkikes,2/3,6,N,0,2.85,6,2476,485,288,55,244,3050,954,189,557,1933,0,0,0.4500000000000002,0,0,114,-245,-136,0,0,-196,-170,0
kannikas,kan-ni-kas,karkigas,2/3,6,N,0,2.8,6,2476,485,288,55,244,3050,747,538,727,1933,0,0,0.3999999999999999,0,0,114,-245,-136,0,-207,153,0,0
kärama,kä-ra-ma,mänima,2/3,4,N,1,1.95,6,34,27,1303,831,380,3050,1226,807,2585,7557,0,0,0.09999999999999987,-51,-15,0,-209,10,-158,0,0,0,0
kärama,kä-ra-ma,mänada,2/3,4,N,2,2.1,6,34,27,1303,831,449,3208,1323,762,2585,7557,0,1,0.25,-51,-15,0,-209,79,0,97,-45,0,0
kärama,kä-ra-ma,mähada,2/3,4,N,0,2.6,6,34,27,1303,798,172,3208,1323,762,2585,7557,0,-1,0.75,-51,-15,0,-242,-198,0,97,-45,0,0
kärama,kä-ra-ma,mähima,2/3,4,N,1,2.25,6,34,27,1303,798,178,3050,1226,807,2585,7557,0,0,0.3999999999999999,-51,-15,0,-242,-192,-158,0,0,0,0
kärama,kä-ra-ma,märida,2/3,4,N,4,1.8,6,34,27,1303,1040,462,3050,1323,762,2585,7557,0,3,-0.050000000000000044,-51,-15,0,0,92,-158,97,-45,0,0
kärama,kä-ra-ma,märade,2/3,4,N,2,1.9,6,34,27,1303,1040,370,3208,1323,876,2730,7557,0,1,0.04999999999999982,-51,-15,0,0,0,0,97,69,145,0
kärama,kä-ra-ma,mädima,2/3,4,N,0,2.4,6,34,27,1303,816,283,3050,1226,807,2585,7557,0,-1,0.5499999999999998,-51,-15,0,-224,-87,-158,0,0,0,0
kärama,kä-ra-ma,mädada,2/3,4,N,0,2.4,6,34,27,1303,816,339,3208,1323,762,2585,7557,0,-1,0.5499999999999998,-51,-15,0,-224,-31,0,97,-45,0,0
kärama,kä-ra-ma,mägada,2/3,4,N,1,2.05,6,34,27,1303,792,314,3208,1323,762,2585,7557,0,0,0.19999999999999973,-51,-15,0,-248,-56,0,97,-45,0,0
kärama,kä-ra-ma,mägima,2/3,4,N,1,1.95,6,34,27,1303,792,339,3050,1226,807,2585,7557,0,0,0.09999999999999987,-51,-15,0,-248,-31,-158,0,0,0,0
karask,ka-rask,karert,2/3,4,N,0,2.5,4,1708,312,730,529,170,3,16,0,0,0.6000000000000001,0,0,0,0,-12,2,15
karask,ka-rask,karern,2/3,4,N,0,2.55,4,1708,312,730,529,170,1,1,0,0,0.6499999999999999,0,0,0,0,-12,0,0
karask,ka-rask,karemb,2/3,4,N,0,2.25,4,1708,312,730,529,170,1,1,0,0,0.3500000000000001,0,0,0,0,-12,0,0
